superkingdom;phylum;class;order;family;genus;species
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus thermophilus
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus thermophilus
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus thermophilus
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus jannaschii
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp.
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella sp.
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Eukaryota;Streptophyta;NAN;Caryophyllales;Chenopodiaceae;Spinacia;Spinacia oleracea
Eukaryota;Streptophyta;NAN;Caryophyllales;Chenopodiaceae;Spinacia;Spinacia oleracea
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus jannaschii
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter thermautotrophicus
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus
Bacteria;Cyanobacteria;NAN;Synechococcales;Prochlorotrichaceae;Prochlorothrix;Prochlorothrix hollandica
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis
Eukaryota;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus
Bacteria;Cyanobacteria;NAN;Synechococcales;Merismopediaceae;Synechocystis;Synechocystis sp.
Eukaryota;Chordata;Mammalia;NAN;Suidae;Sus;Sus scrofa
Bacteria;Cyanobacteria;NAN;Synechococcales;Merismopediaceae;Synechocystis;Synechocystis sp.
Eukaryota;Chordata;Mammalia;NAN;Suidae;Sus;Sus scrofa
Bacteria;Cyanobacteria;NAN;Synechococcales;Merismopediaceae;Synechocystis;Synechocystis sp.
Eukaryota;Chordata;Mammalia;NAN;Suidae;Sus;Sus scrofa
Eukaryota;Chordata;Mammalia;NAN;Suidae;Sus;Sus scrofa
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Eukaryota;Streptophyta;NAN;Brassicales;Brassicaceae;Arabidopsis;Arabidopsis thaliana
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
Eukaryota;Chordata;Mammalia;NAN;Bovidae;Bos;Bos taurus
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus restrictus
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces fragilis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus flavithermus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans;Agarivorans albus
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma flava
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila melanogaster
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas haloplanktis
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas haloplanktis
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida fusca
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sp.
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusidium;Fusidium sp. EXP0573F
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NAN
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus amyloliquefaciens
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp.
Eukaryota;Streptophyta;NAN;Rosales;Rosaceae;Malus;Malus pumila
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp.
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Mesocentrotus;Mesocentrotus nudus
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusidium;Fusidium sp. EXP0573F
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus thermodenitrificans
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NAN
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga neapolitana
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp.
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Nematoda;Chromadorea;Rhabditida;Heterorhabditidae;Heterorhabditis;Heterorhabditis bacteriophora
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusidium;Fusidium sp. EXP0573F
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp.
Eukaryota;Nematoda;Chromadorea;Rhabditida;Heterorhabditidae;Heterorhabditis;Heterorhabditis bacteriophora
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp.
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;Gracilibacillus dipsosauri
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas sp.
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter;Ruminobacter amylophilus
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter;Ruminobacter amylophilus
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter;Ruminobacter amylophilus
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter;Ruminobacter amylophilus
Eukaryota;Chordata;Aves;Struthioniformes;Struthionidae;Struthio;Struthio camelus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Eukaryota;Streptophyta;NAN;Fabales;Fabaceae;Vicia;Vicia faba
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp.
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp.
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp.
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NAN
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus japonicus
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus niger
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus niger
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus niger
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Monascus;Monascus purpureus
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus awamori
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus niger
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus awamori
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus awamori
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia terrestris
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia terrestris
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces;Moesziomyces antarcticus
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia;Rasamsonia emersonii
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia;Rasamsonia emersonii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia rolfsii
Eukaryota;Chordata;Amphibia;Anura;Ranidae;Rana;Rana japonica
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Eukaryota;Chordata;Amphibia;Anura;Ranidae;Rana;Rana japonica
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Thermomyces;Thermomyces lanuginosus
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus awamori
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Chordata;Amphibia;Anura;Ranidae;Rana;Rana japonica
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Eukaryota;Chordata;Amphibia;Anura;Ranidae;Rana;Rana japonica
Eukaryota;Chordata;Amphibia;Anura;Ranidae;Rana;Rana japonica
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus awamori
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus oryzae
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;Picrophilus torridus
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Monascus;Monascus purpureus
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Monascus;Monascus purpureus
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;NAN
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Thermoascaceae;Byssochlamys;Byssochlamys spectabilis
