,biology,posterior_mean,q_0.01,q_0.5,q_0.99
161,Bos taurus|1.3.5.2|Q5E9W3|L-Dihydroorotate 6'-methylester,-1.8931793721937498,-4.6512039,-1.8885450000000001,0.66724434
162,Bos taurus|1.3.5.2|Q5E9W3|Menadione,-1.831262128196875,-4.683031000000001,-1.810485,0.7893497399999845
163,Bos taurus|1.3.5.2|Q5E9W3|Methyl-S-dihydroorotate,-3.642697792353125,-6.0172926,-3.738855,-0.4779206400000006
164,Bos taurus|1.3.5.2|Q5E9W3|Ubiquinone,-4.175922878125,-5.4682798,-4.20191,-2.667780400000002
165,Bos taurus|1.3.8.1|Q3ZBF6|Butanoyl-CoA,-5.177488359374999,-6.6314969,-5.18959,-3.6576086
166,Bos taurus|1.3.8.1|Q3ZBF6|Hexanoyl-CoA,-3.665375081875,-5.3939578,-3.7123350000000004,-1.4514693000000032
167,Bos taurus|1.3.8.1|Q3ZBF6|Octanoyl-CoA,-3.3336209192499995,-6.0652434,-3.36614,-0.5182595500000017
168,Bos taurus|1.3.8.1|Q3ZBF6|Propanoyl-CoA,-1.9770343104656252,-4.8386036,-1.927025,0.4195415399999998
169,Bos taurus|1.3.8.1||Butanoyl-CoA,-4.95905478125,-6.2835198000000005,-4.99186,-3.4621925000000036
170,Bos taurus|1.3.8.1||Hexanoyl-CoA,-3.4518171840625,-4.9160983,-3.488605,-1.67886
171,Bos taurus|1.3.8.7|Q3SZB4|4-Decynoyl-CoA,-4.48484591790625,-6.9593802,-4.694075,-0.706915540000022
172,Bos taurus|1.3.8.7|Q3SZB4|Butanoyl-CoA,-3.432675246603125,-5.4119042,-3.5459050000000003,-0.7189578000000011
173,Bos taurus|1.3.8.7|Q3SZB4|Decanoyl-CoA,-6.2877748375,-7.784415,-6.29164,-4.740368400000004
174,Bos taurus|1.3.8.7|Q3SZB4|Hexanoyl-CoA,-5.30343830625,-6.5734038,-5.31734,-3.9926909000000004
175,Bos taurus|1.3.8.7|Q3SZB4|Octanoyl-CoA,-5.945841540625,-7.2009574999999995,-5.94979,-4.720649400000004
176,"Bos taurus|1.3.8.7|Q3SZB4|cis,cis-4,7-Decadienoyl-CoA",-5.100086136453125,-7.7312099000000005,-5.385059999999999,0.006911925499997858
177,Bos taurus|1.3.8.7|Q3SZB4|cis-Dec-4-enoyl-CoA,-4.7884490640312505,-7.1939253,-5.004955,-0.5613452000000172
178,Bos taurus|1.3.8.7|Q3SZB4|cis-Dec-5-enoyl-CoA,-4.9461237054375,-7.5136607,-5.230725,-0.36472907000000265
179,Bos taurus|1.3.8.7|Q3SZB4|cis-Dec-6-enoyl-CoA,-5.154918083437501,-7.6256174,-5.477235,-0.19266048000001815
180,Bos taurus|1.3.8.8|Q3SZB4|Decanoyl-CoA,-3.9740513678125002,-5.7171661,-4.035405,-1.8891220000000066
181,Bos taurus|1.3.8.8|Q3SZB4|Dodecanoyl-CoA,-5.02569977075,-7.3052306,-5.185325000000001,-1.2248007000000052
182,Bos taurus|1.3.8.8|Q3SZB4|Hexanoyl-CoA,-2.0837379460718752,-4.039867,-2.108835,0.01202336999999828
183,Bos taurus|1.3.8.8|Q3SZB4|Lauroyl-CoA,-4.8465383484375,-6.6216981,-4.923864999999999,-2.395084400000001
184,Bos taurus|1.3.8.8|Q3SZB4|Myristoyl-CoA,-4.597381403125,-6.60739,-4.692975000000001,-2.058786700000007
185,Bos taurus|1.3.8.8|Q3SZB4|Octanoyl-CoA,-3.155065341875,-5.0334771,-3.2047299999999996,-1.0337167000000007
186,Bos taurus|1.3.8.8|Q3SZB4|Palmitoyl-CoA,-5.4925325124999995,-6.8776543,-5.52346,-3.789991000000004
187,Bos taurus|1.3.8.8|Q3SZB4|Stearoyl-CoA,-3.9759164140625,-6.0443525000000005,-4.0797,-1.2092709000000001
188,"Bos taurus|1.3.8.8|Q3SZB4|all-cis-4,7,10,13-Hexadecatetraenoyl-CoA",-3.5284108835237498,-6.9796401999999995,-3.546735,0.3676613699999995
189,Bos taurus|1.3.8.8||Decanoyl-CoA,-3.0999596509375,-4.9257857,-3.0639700000000003,-1.431524300000001
190,Bos taurus|1.3.8.8||Hexanoyl-CoA,-1.4572050724406251,-3.6583734999999997,-1.388895,0.23987260999999988
191,Bos taurus|1.3.8.8||Lauroyl-CoA,-4.362277878125,-5.8978032,-4.373005,-2.6066871000000003
192,Bos taurus|1.3.8.8||Myristoyl-CoA,-4.187551068125,-5.9485695000000005,-4.225325,-2.142865400000003
193,Bos taurus|1.3.8.8||Octanoyl-CoA,-2.37102255709375,-4.2083446,-2.3244949999999998,-0.6860708600000016
194,Bos taurus|1.3.8.8||Palmitoyl-CoA,-4.789947681249999,-6.571426600000001,-4.79585,-2.8966077000000015
195,Bos taurus|1.3.8.8||Stearoyl-CoA,-3.6105587471875005,-5.8926188,-3.658455,-1.2721942000000006
196,"Bos taurus|1.3.8.8||all-cis-4,7,10,13-Hexadecatetraenoyl-CoA",-2.8325241895656252,-6.6276782999999995,-2.5818149999999997,0.07276836599999639
197,"Bos taurus|1.3.8.8||cis,cis-4,7-Decadienoyl-CoA",-1.549607002853125,-4.505476000000001,-1.443495,0.7990402799999891
198,Bos taurus|1.3.8.8||cis-Dec-4-enoyl-CoA,-1.7436509002218754,-5.0362902,-1.64396,0.7192849199999989
199,Bos taurus|1.3.8.8||cis-Dec-5-enoyl-CoA,-1.910516258034375,-4.8151209999999995,-1.810765,0.40637778999999463
200,Bos taurus|1.3.8.8||cis-Dec-6-enoyl-CoA,-1.5587285021,-5.060579000000001,-1.4423499999999998,1.0155070999999987
201,Bos taurus|1.4.1.3|P00366|2-Oxoglutarate,-0.309460922193125,-2.9700392,-0.2095235,1.6388810999999992
202,Bos taurus|1.4.1.3|P00366|L-Glutamate,0.9700822025640625,-0.6755741599999999,0.990426,2.3940110999999984
203,Bos taurus|1.4.1.3|P00366|NAD+,-2.690365484743125,-5.0427701,-2.74675,0.10266742999999562
204,Bos taurus|1.4.1.3|P00366|NH3,2.4974344461249998,-0.73432219,2.60272,4.950627099999994
205,Bos taurus|1.4.3.21||4-(Aminomethyl)benzenesulfonamide,0.1451046792709375,-3.3396557,0.28436649999999997,2.455485299999998
206,Bos taurus|1.4.3.21||Benzylamine,-0.5168641142834375,-2.5109134,-0.5085755000000001,1.357788499999992
207,"Bos taurus|1.5.1.3|P00376|7,8-Dihydrobiopterin",-4.405891819203125,-6.8243412999999995,-4.567495,-0.6940057800000047
208,"Bos taurus|1.5.1.3|P00376|7,8-Dihydrofolate",-5.919192553125,-7.720225,-5.970985000000001,-3.6696496000000027
209,"Bos taurus|1.5.1.3|P00376|7,8-Dihydropteroylpentaglutamate",-5.223562004890625,-7.6699638000000006,-5.4735,-0.8342915200000063
210,Bos taurus|1.5.1.3|P00376|Folate,-4.82358585849375,-7.403515400000001,-5.026199999999999,-0.60908762
211,Bos taurus|1.6.2.2|P07514|Ferricytochrome b5,-4.4394565846875,-6.9821205,-4.34591,-2.538467600000009
212,Bos taurus|1.6.2.2|P07514|NADH,-6.138027003125,-7.882264800000001,-6.22478,-3.825297600000001
